"name","kind","alias_of","upstream_package","family","scope","exclusion_reason","problem_representation","fixed_adaptive_behavior","jacobian_requirement","linear_solver_requirement","dense_output_requirement","controller_requirement","required_features","rust_status","rust_name","rust_public_name","rust_public_export_detected","rust_algorithm_implementation_detected","julia_status","julia_compliance_detected","upstream_source","upstream_line"
"ROCK4","algorithm",,"OrdinaryDiffEqStabilizedRK","stabilized explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","spectral radius estimation; variable-stage stabilized recurrence; adaptive controller","implemented-and-julia-tested","ROCK4","ROCK4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqStabilizedRK/src/algorithms.jl","72"
"SERK2","algorithm",,"OrdinaryDiffEqStabilizedRK","stabilized explicit Runge-Kutta","included",,"ODEProblem","adaptive-capable","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","adaptive error/step controller required; fixed stepping may be requested explicitly","spectral radius estimation; variable-stage stabilized recurrence; adaptive controller","implemented-and-julia-tested","SERK2","SERK2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqStabilizedRK/src/algorithms.jl","191"
"TSRKC2","algorithm",,"OrdinaryDiffEqStabilizedRK","stabilized explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","spectral radius estimation; variable-stage stabilized recurrence; adaptive controller","implemented-and-julia-tested","TSRKC2","TSRKC2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqStabilizedRK/src/OrdinaryDiffEqStabilizedRK.jl","40"
"TSRKC3","algorithm",,"OrdinaryDiffEqStabilizedRK","stabilized explicit Runge-Kutta","included",,"ODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","spectral radius estimation; variable-stage stabilized recurrence; adaptive controller","implemented-and-julia-tested","TSRKC3","TSRKC3","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqStabilizedRK/src/OrdinaryDiffEqStabilizedRK.jl","40"
"CalvoSanz4","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","CalvoSanz4","CalvoSanz4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","155"
"CandyRoz4","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","CandyRoz4","CandyRoz4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","130"
"KahanLi6","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","KahanLi6","KahanLi6","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","203"
"KahanLi8","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","KahanLi8","KahanLi8","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","235"
"LeapfrogDriftKickDrift","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","LeapfrogDriftKickDrift","LeapfrogDriftKickDrift","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","60"
"McAte2","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","McAte2","McAte2","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","91"
"McAte3","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","McAte3","McAte3","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","114"
"McAte4","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","McAte4","McAte4","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","138"
"McAte42","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","McAte42","McAte42","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","163"
"McAte5","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","McAte5","McAte5","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","171"
"McAte8","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","McAte8","McAte8","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","220"
"PseudoVerletLeapfrog","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","PseudoVerletLeapfrog","PseudoVerletLeapfrog","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","70"
"Ruth3","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","Ruth3","Ruth3","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","106"
"SofSpa10","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","SofSpa10","SofSpa10","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","251"
"SymplecticEuler","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","SymplecticEuler","SymplecticEuler","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","7"
"VelocityVerlet","algorithm",,"OrdinaryDiffEqSymplecticRK","symplectic and partitioned Runge-Kutta","included",,"DynamicalODEProblem","fixed-step","not required by the algorithm family","not required by the algorithm family","OrdinaryDiffEq interpolation dispatch; audit method-specific order separately","fixed-step scheduling; no embedded-error controller required","partitioned position/momentum state; fixed-step geometric update","implemented-and-julia-tested","VelocityVerlet","VelocityVerlet","True","True","matched-compliance-detected","True","lib/OrdinaryDiffEqSymplecticRK/src/algorithms.jl","28"
